SalesID,MachineID,ModelID,YearMade,UsageBand,saledate,fiModelDesc,fiBaseModel,fiProductClassDesc,state,ProductGroupDesc,Blade_Type,Differential_Type,Steering_Controls
6312385,1820152,9518,2007,,6/20/12 0:00,463,463,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,Colorado,Skid Steer Loaders,,,
6312416,1893782,9522,2005,,6/14/12 0:00,553,553,Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity,Washington,Skid Steer Loaders,,,
6312420,1943316,9522,2006,,6/14/12 0:00,553,553,Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity,Washington,Skid Steer Loaders,,,
6312421,2474803,9578,2004,,8/11/12 0:00,S185,S185,Skid Steer Loader - Unidentified,New Jersey,Skid Steer Loaders,,,
6312464,1860246,17231,2005,,6/23/12 0:00,323,323,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",New Jersey,Track Excavators,,,
6312470,1157012,17231,2006,,5/4/12 0:00,323,323,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Nevada,Track Excavators,,,
6312477,1824065,17231,2006,,5/3/12 0:00,323,323,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Louisiana,Track Excavators,,,
6312482,1239646,17231,2007,,5/30/12 0:00,323,323,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Mississippi,Track Excavators,,,
6312491,1803883,17252,2004,,6/7/12 0:00,430ZHS,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Missouri,Track Excavators,,,
6312498,1899007,35998,2004,,5/15/12 0:00,430AG,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Ohio,Track Excavators,,,
6312511,1880281,36001,2008,,6/29/12 0:00,430G,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Missouri,Track Excavators,,,
6312516,1870054,36003,2005,Low,8/22/12 0:00,430HAG,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Texas,Track Excavators,,,
6312517,1898196,35997,2005,,6/7/12 0:00,430,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Missouri,Track Excavators,,,
6312522,2483415,36003,2006,,9/6/12 0:00,430HAG,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Kentucky,Track Excavators,,,
6312714,1222234,17282,2002,,6/5/12 0:00,B100,B100,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Maryland,Backhoe Loaders,,,
6312721,2483417,17282,2005,,9/7/12 0:00,B100,B100,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Arizona,Backhoe Loaders,,,
6312722,2483418,17282,2005,,9/7/12 0:00,B100,B100,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Arizona,Backhoe Loaders,,,
6312763,420296,35995,2007,,8/11/12 0:00,425ZTS,425,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",New Jersey,Track Excavators,,,
6312769,1886364,36033,2008,,5/24/12 0:00,S150,S150,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,,,
6312779,2411592,17309,2011,,8/2/12 0:00,S130,S130,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Indiana,Skid Steer Loaders,,,
6312780,2411593,36033,2008,,5/30/12 0:00,S150,S150,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Mississippi,Skid Steer Loaders,,,
6312787,1880895,17311,2008,,5/8/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
6312789,575781,17311,2008,,5/16/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
6312790,2397947,17311,2008,,7/24/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
6312791,1934167,17311,2009,,6/26/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,,,
6312800,1944901,17312,2009,,5/16/12 0:00,S205,S205,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
6312801,2475927,17317,2010,Medium,8/22/12 0:00,T180,T180,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Mississippi,Skid Steer Loaders,,,
6312843,1847975,9579,2009,,5/23/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Ohio,Skid Steer Loaders,,,
6312863,1822630,9579,2010,,5/22/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
6312864,2475977,9579,2010,,7/14/12 0:00,S250,S250,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6312871,2425555,17314,2010,,8/11/12 0:00,S300,S300,Skid Steer Loader - 2701.0+ Lb Operating Capacity,New Jersey,Skid Steer Loaders,,,
6312873,2475982,17318,2009,Low,8/22/12 0:00,T250,T250,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Tennessee,Skid Steer Loaders,,,
6312954,1872550,36001,2008,,6/29/12 0:00,430G,430,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Missouri,Track Excavators,,,
6312998,1894237,35991,2011,,5/24/12 0:00,324,324,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Louisiana,Track Excavators,,,
6313001,1881979,17236,2008,,7/11/12 0:00,329,329,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Pennsylvania,Track Excavators,,,
6313008,2476840,9562,1996,,9/3/12 0:00,853,853,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Minnesota,Skid Steer Loaders,,,
6313009,2398145,9578,1000,,7/14/12 0:00,S185,S185,Skid Steer Loader - Unidentified,New York,Skid Steer Loaders,,,
6313020,2425844,9563,2004,,8/11/12 0:00,863,863,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,New Jersey,Skid Steer Loaders,,,
6313021,2425845,17311,2004,,8/11/12 0:00,S175,S175,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,New Jersey,Skid Steer Loaders,,,
6313031,1918416,9550,1000,,9/10/12 0:00,753,753,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Nebraska,Skid Steer Loaders,,,
6313033,1918416,5489,1000,,7/25/12 0:00,1080B,1080,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
6313042,1812441,5543,1000,,6/5/12 0:00,275B,275,Wheel Loader - 350.0 to 500.0 Horsepower,Michigan,Wheel Loader,,Standard,Conventional
6313045,2411105,5539,1979,,8/2/12 0:00,125B,125,Wheel Loader - 200.0 to 225.0 Horsepower,Illinois,Wheel Loader,,Standard,Conventional
6313066,1801610,9591,1988,,6/26/12 0:00,L140,L140,Wheel Loader - 200.0 to 225.0 Horsepower,Utah,Wheel Loader,,Standard,Conventional
6313068,1789834,9591,1988,,6/26/12 0:00,L140,L140,Wheel Loader - 200.0 to 225.0 Horsepower,Utah,Wheel Loader,,Standard,Conventional
6313079,1941613,9590,1990,,7/17/12 0:00,L120,L120,Wheel Loader - 175.0 to 200.0 Horsepower,Alaska,Wheel Loader,,Standard,Conventional
6313085,1811401,9598,1000,,5/10/12 0:00,L90,L90,Wheel Loader - 135.0 to 150.0 Horsepower,Georgia,Wheel Loader,,Standard,Conventional
6313238,1897998,5561,1990,,6/14/12 0:00,BD2G,BD2,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Washington,Track Type Tractors,None or Unspecified,,
6314781,1825011,17475,1000,Low,5/18/12 0:00,LX885,LX885,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Nebraska,Skid Steer Loaders,,,
6314786,1831444,25020,1996,,6/27/12 0:00,555E,555,Backhoe Loader - Unidentified,North Carolina,Backhoe Loaders,,,
6314791,2410648,25020,1000,,7/14/12 0:00,555E,555,Backhoe Loader - Unidentified,New York,Backhoe Loaders,,,
6314796,1818263,25020,2003,,6/27/12 0:00,555E,555,Backhoe Loader - Unidentified,North Carolina,Backhoe Loaders,,,
6314797,2397292,25020,1997,,7/24/12 0:00,555E,555,Backhoe Loader - Unidentified,Texas,Backhoe Loaders,,,
6314798,2410649,25020,1000,,5/30/12 0:00,555E,555,Backhoe Loader - Unidentified,Mississippi,Backhoe Loaders,,,
6314803,2410650,25020,1000,,7/14/12 0:00,555E,555,Backhoe Loader - Unidentified,New York,Backhoe Loaders,,,
6314804,1903356,25020,1000,,6/27/12 0:00,555E,555,Backhoe Loader - Unidentified,Pennsylvania,Backhoe Loaders,,,
6314809,1920370,25020,1000,,5/18/12 0:00,555E,555,Backhoe Loader - Unidentified,Florida,Backhoe Loaders,,,
6314817,2410651,25020,1000,,5/30/12 0:00,555E,555,Backhoe Loader - Unidentified,Mississippi,Backhoe Loaders,,,
6314820,1858635,25020,1000,,6/5/12 0:00,555E,555,Backhoe Loader - Unidentified,Michigan,Backhoe Loaders,,,
6314821,2416264,36231,1999,,8/2/12 0:00,575E,575,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,California,Backhoe Loaders,,,
6314823,2472799,25020,1999,,8/22/12 0:00,555E,555,Backhoe Loader - Unidentified,Texas,Backhoe Loaders,,,
6314829,1833668,25020,1999,,6/26/12 0:00,555E,555,Backhoe Loader - Unidentified,Georgia,Backhoe Loaders,,,
6314837,1881064,25020,1000,,6/6/12 0:00,555E,555,Backhoe Loader - Unidentified,Alabama,Backhoe Loaders,,,
6314846,1799993,10186,2002,Low,5/16/12 0:00,LB110,LB110,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Mississippi,Backhoe Loaders,,,
6314854,1847459,10189,1000,,6/23/12 0:00,LB90,LB90,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,New Jersey,Backhoe Loaders,,,
6314861,1904014,5658,2002,,6/12/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
6314876,1910493,5658,1000,,6/6/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Alabama,Backhoe Loaders,,,
6314877,1910493,5658,2003,,5/16/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,Backhoe Loaders,,,
6314878,1910493,5658,2003,,5/30/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Mississippi,Backhoe Loaders,,,
6314879,1848251,5658,2004,,5/30/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Mississippi,Backhoe Loaders,,,
6314880,1848251,17432,1000,High,5/5/12 0:00,LB75,LB75,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Arkansas,Backhoe Loaders,,,
6314886,1897692,5658,1000,,7/24/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
6314889,1896495,10186,1000,,6/5/12 0:00,LB110,LB110,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Michigan,Backhoe Loaders,,,
6314893,1897567,17432,2006,,5/8/12 0:00,LB75,LB75,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
6314907,2397293,17434,2008,,7/24/12 0:00,LB95,LB95,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
6314930,2472987,17474,1998,,8/22/12 0:00,LX865,LX865,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Tennessee,Skid Steer Loaders,,,
6314936,1002595,17440,1997,,5/16/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6314937,2410743,17475,1998,,6/20/12 0:00,LX885,LX885,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,,,
6314941,666134,10215,1000,,5/8/12 0:00,RG170,RG170,Motorgrader - 170.0 to 200.0 Horsepower,Texas,Motor Graders,,,
6314943,1792649,2585,1000,,8/18/12 0:00,EC130LC,EC130,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Wisconsin,Track Excavators,,,
6314948,1853451,36240,1000,,5/30/12 0:00,DC100,DC100,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Mississippi,Track Type Tractors,None or Unspecified,,
6314954,1833768,10212,1000,,6/27/12 0:00,LX985,LX985,Skid Steer Loader - Unidentified,Minnesota,Skid Steer Loaders,,,
6314957,1879113,17438,1000,,5/10/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,,,
6314958,1879113,17438,1999,,6/6/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Alabama,Skid Steer Loaders,,,
6314959,1879113,17438,1999,,5/30/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Mississippi,Skid Steer Loaders,,,
6314960,1919776,17438,1000,,5/15/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
6314962,1936666,17438,2000,,6/12/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
6314963,1931538,17438,2000,,6/6/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6314964,2425090,17438,2000,,8/14/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,California,Skid Steer Loaders,,,
6314971,1933866,17439,1999,,5/23/12 0:00,LS170,LS170,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6314973,2473381,17439,2000,,7/14/12 0:00,LS170,LS170,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6314981,2425100,17439,1000,,8/14/12 0:00,LS170,LS170,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,California,Skid Steer Loaders,,,
6314986,1865347,17475,1000,Low,5/18/12 0:00,LX885,LX885,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Nebraska,Skid Steer Loaders,,,
6314992,1934393,17440,2000,,5/8/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
6314994,2410844,17440,1000,,5/30/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Mississippi,Skid Steer Loaders,,,
6315000,1860564,17440,2001,,5/16/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6315003,1814114,17440,2000,,6/20/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Tennessee,Skid Steer Loaders,,,
6315010,2425121,17444,2001,,8/15/12 0:00,LS190,LS190,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6315013,1914588,17471,1998,,5/16/12 0:00,LX485,LX485,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6315014,1858695,26333,2000,,7/19/12 0:00,DC150,DC150,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Minnesota,Track Type Tractors,PAT,,
6315018,1931520,17438,2005,,5/23/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Indiana,Skid Steer Loaders,,,
6315019,1917224,17438,2005,,5/23/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Indiana,Skid Steer Loaders,,,
6315054,1922676,5658,2005,,6/15/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Connecticut,Backhoe Loaders,,,
6315056,1835236,5658,2005,,6/15/12 0:00,LB75B,LB75,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Connecticut,Backhoe Loaders,,,
6315067,1836484,17472,1997,,6/8/12 0:00,LX565,LX565,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,California,Skid Steer Loaders,,,
6315096,1881537,17470,1995,,8/2/12 0:00,LX465,LX465,Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity,Indiana,Skid Steer Loaders,,,
6315099,1904327,17473,1999,,6/8/12 0:00,LX665,LX665,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,California,Skid Steer Loaders,,,
6315115,2483473,2588,1000,,8/25/12 0:00,EC215LC,EC215,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",New York,Track Excavators,,,
6315116,2475259,2588,2000,,6/20/12 0:00,EC215LC,EC215,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Arkansas,Track Excavators,,,
6315117,2483474,2588,1000,,8/25/12 0:00,EC215LC,EC215,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",New York,Track Excavators,,,
6315141,1729928,10213,2001,,6/22/12 0:00,RG100,RG100,Motorgrader - 45.0 to 130.0 Horsepower,Montana,Motor Graders,,,
6315153,1796327,17428,1994,,6/14/12 0:00,L565,L565,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Washington,Skid Steer Loaders,,,
6315155,1901238,17473,1994,,6/23/12 0:00,LX665,LX665,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,New Jersey,Skid Steer Loaders,,,
6315156,1901238,17473,1000,,8/25/12 0:00,LX665,LX665,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315168,1886611,17472,2000,,5/8/12 0:00,LX565,LX565,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Texas,Skid Steer Loaders,,,
6315169,2483524,17440,1000,,8/25/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315170,1892059,17473,1997,Low,7/25/12 0:00,LX665,LX665,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Kansas,Skid Steer Loaders,,,
6315174,2411504,17472,1996,,8/2/12 0:00,LX565,LX565,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
6315177,2397874,17475,1996,,7/25/12 0:00,LX885,LX885,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Kansas,Skid Steer Loaders,,,
6315179,1895942,17459,2006,Medium,6/6/12 0:00,LW190B,LW190,Wheel Loader - 200.0 to 225.0 Horsepower,New Hampshire,Wheel Loader,,Standard,Conventional
6315195,1875863,5633,1998,,6/6/12 0:00,545D,545,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Alabama,Backhoe Loaders,,,
6315240,1878794,17439,2004,,6/27/12 0:00,LS170,LS170,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Iowa,Skid Steer Loaders,,,
6315246,2477506,17440,2004,,8/22/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6315248,1871070,17440,2002,,5/16/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6315250,1873558,17440,2004,,6/7/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Missouri,Skid Steer Loaders,,,
6315252,1943844,17438,2003,,6/20/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Tennessee,Skid Steer Loaders,,,
6315258,1911982,17438,2003,,6/20/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Tennessee,Skid Steer Loaders,,,
6315263,1843155,17440,1000,,5/22/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,,,
6315264,1841096,17440,2005,Low,6/6/12 0:00,LS180,LS180,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315269,1880969,17436,2005,,6/20/12 0:00,LS150,LS150,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Colorado,Skid Steer Loaders,,,
6315274,1819165,17439,2005,,6/5/12 0:00,LS170,LS170,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315280,2483845,17438,1000,,8/25/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315282,2483846,17438,2005,,8/25/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315283,2483847,17438,2005,,8/25/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315285,1835818,17438,2005,,6/19/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Connecticut,Skid Steer Loaders,,,
6315289,1847347,26459,2009,,6/27/12 0:00,L175,L175,Wheel Loader - 60.0 to 80.0 Horsepower,Minnesota,Wheel Loader,,Standard,Conventional
6315290,1850855,26459,2009,,6/27/12 0:00,L175,L175,Wheel Loader - 60.0 to 80.0 Horsepower,Minnesota,Wheel Loader,,Standard,Conventional
6315311,1891850,17438,2004,,6/20/12 0:00,LS160,LS160,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Wisconsin,Skid Steer Loaders,,,
6315313,1830908,17439,2005,,5/15/12 0:00,LS170,LS170,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Florida,Skid Steer Loaders,,,
6315319,1753884,17439,2004,,7/25/12 0:00,LS170,LS170,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Nebraska,Skid Steer Loaders,,,
6315325,1827903,17481,2006,Low,6/27/12 0:00,W130,W130,Wheel Loader - 135.0 to 150.0 Horsepower,Texas,Wheel Loader,,Standard,Conventional
6315327,1916116,17481,2004,,7/24/12 0:00,W130,W130,Wheel Loader - 135.0 to 150.0 Horsepower,Texas,Wheel Loader,,Standard,Conventional
6315329,1898304,10202,2007,,6/27/12 0:00,LW130,LW130,Wheel Loader - 120.0 to 135.0 Horsepower,New Hampshire,Wheel Loader,,Standard,Conventional
6315339,1891868,26356,2005,,5/17/12 0:00,DC85LGP,DC85,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Texas,Track Type Tractors,PAT,,
6315343,1815087,26361,2005,,5/17/12 0:00,DC95WT,DC95,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,Track Type Tractors,PAT,,
6315350,1898475,17445,2004,Low,6/6/12 0:00,LS190B,LS190,Skid Steer Loader - 2701.0+ Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315367,2483875,17443,2005,,8/25/12 0:00,LS185B,LS185,Skid Steer Loader - 2701.0+ Lb Operating Capacity,New York,Skid Steer Loaders,,,
6315373,1799960,17446,2005,Low,7/18/12 0:00,LT185B,LT185,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Kansas,Skid Steer Loaders,,,
6315438,1903380,17392,2006,,5/16/12 0:00,C185,C185,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Pennsylvania,Skid Steer Loaders,,,
6315448,2483884,17393,2006,,8/28/12 0:00,C190,C190,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315459,2483885,17391,2006,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315462,1800206,36257,2008,,6/15/12 0:00,E30SR,E30,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Connecticut,Track Excavators,,,
6315463,2483888,17423,1000,Low,9/12/12 0:00,G170,G170,Motorgrader - 170.0 to 200.0 Horsepower,Montana,Motor Graders,,,
6315493,1780683,26454,2007,,7/24/12 0:00,L190,L190,Wheel Loader - 80.0 to 90.0 Horsepower,Texas,Wheel Loader,,Standard,Conventional
6315499,2483895,17391,2007,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315500,1799503,26459,2007,,6/15/12 0:00,L175,L175,Wheel Loader - 60.0 to 80.0 Horsepower,Connecticut,Wheel Loader,,Standard,Conventional
6315501,1817348,17391,2007,,5/2/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Wisconsin,Skid Steer Loaders,,,
6315502,2483897,17391,2007,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315503,2483898,17391,2007,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315504,2483899,17391,2007,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315505,2483900,17391,2007,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315506,2483901,17391,2007,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315507,2483902,17391,2007,,8/28/12 0:00,C175,C175,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Maryland,Skid Steer Loaders,,,
6315514,1850273,26452,2007,,6/27/12 0:00,L180,L180,Wheel Loader - 60.0 to 80.0 Horsepower,Missouri,Wheel Loader,,Standard,Conventional
6315516,1882537,26452,2007,,5/16/12 0:00,L180,L180,Wheel Loader - 60.0 to 80.0 Horsepower,Pennsylvania,Wheel Loader,,Standard,Conventional
6315523,1908531,26323,2008,,6/7/12 0:00,D95WT,D95,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Missouri,Track Type Tractors,PAT,,
6315525,2417521,17433,2008,,7/26/12 0:00,LB90B,LB90,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Texas,Backhoe Loaders,,,
6315543,1893555,26456,2008,,8/22/12 0:00,L160,L160,Wheel Loader - 40.0 to 60.0 Horsepower,Wisconsin,Wheel Loader,,Standard,Conventional
6315553,1932270,26452,2008,Low,6/27/12 0:00,L180,L180,Wheel Loader - 60.0 to 80.0 Horsepower,Indiana,Wheel Loader,,Standard,Conventional
6315575,1797487,26459,2010,,7/14/12 0:00,L175,L175,Wheel Loader - 60.0 to 80.0 Horsepower,New York,Wheel Loader,,Standard,Conventional
