SalesID,SalePrice,MachineID,ModelID,YearMade,UsageBand,Quantity Sold,saledate,fiProductClassDesc,state,ProductGroupDesc,Hydraulics,Blade_Type,Blade_type_cost,Differential_Type,Differential_type_cost,Steering_Controls,Steering_control_cost,Cost Price
1143433,30500,458231,3538,2000,Low,100.00,1/29/04 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143438,9000,1001253,4685,1000,Low,90.00,6/19/08 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143439,41000,1051456,1276,1993,High,50.00,4/20/06 0:00,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Georgia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143440,7000,1008090,17472,1999,Medium,20.00,12/15/05 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Ohio,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143457,47500,1011558,4503,1996,Low,40.00,9/20/07 0:00,Motorgrader - 130.0 to 145.0 Horsepower,Connecticut,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143462,19000,1029689,2758,1996,High,78.00,4/22/10 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Georgia,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1143463,39000,377817,23162,2005,Low,300.00,1/28/10 0:00,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Arizona,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143466,23000,999079,25175,2006,Low,100.00,6/16/11 0:00,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,North Carolina,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143471,69000,1003932,75,2004,Low,50,5/12/11 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,Arkansas,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143477,29000,1037828,3775,2001,Medium,20,12/16/10 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Missouri,Wheel Loader,3 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143479,50000,20893,1536,2004,Medium,80.00,9/7/06 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Alabama,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1143485,13000,1025073,14286,2004,Medium,78.00,8/28/09 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143486,15000,1038526,6736,2007,Low,300.00,8/6/09 0:00,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143492,14000,129025,7009,2002,Low,90.00,1/29/04 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143493,100000,1046793,14272,2007,Low,48.00,9/4/08 0:00,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Utah,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143494,39000,1043703,3819,1000,low,120,9/6/07 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,California,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143495,55000,1002302,510,2001,High,130.00,10/18/07 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Georgia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143497,43000,1068828,4147,1000,low,200.00,1/11/07 0:00,"Track Type Tractor, Dozer - 260.0 + Horsepower",Virginia,Track Type Tractors,2 Valve,Straight,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1143510,30000,1053445,5273,1998,Medium,100.00,11/17/05 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Indiana,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143511,69000,1036587,14310,2002,Low,90.00,9/25/09 0:00,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Missouri,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143514,82000,1009300,3371,1000,low,50.00,2/26/07 0:00,Motorgrader - 145.0 to 170.0 Horsepower,Georgia,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143517,18000,1048164,8585,1996,Low,20.00,4/12/07 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143519,48000,521486,1158,1998,Medium,40.00,11/2/06 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",North Carolina,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143521,22000,1039118,493,1990,low,100.00,11/3/05 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",North Dakota,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143522,71000,1033021,495,2002,High,78.00,11/1/07 0:00,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Florida,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143524,18500,462539,3538,1996,Medium,300.00,5/20/04 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143525,61000,527791,1130,2004,Medium,90.00,6/14/07 0:00,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Florida,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143526,85000,1057526,14296,2005,High,356.00,7/11/08 0:00,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Kansas,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143528,71000,1029096,3824,1998,Medium,130,12/6/07 0:00,Wheel Loader - 175.0 to 200.0 Horsepower,Massachusetts,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Command Control,3000,25000
1143529,20000,1007147,13792,1998,Low,100.00,8/20/09 0:00,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Texas,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1143530,75000,146676,1169,2004,Low,50.00,4/16/10 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Georgia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143531,20080,1053686,36470,2007,Low,40.00,5/31/11 0:00,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Hawaii,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143538,91000,1051932,1376,1997,High,80.00,12/15/05 0:00,"Hydraulic Excavator, Track - 66.0 to 90.0 Metric Tons",Arkansas,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143542,17500,1036643,4794,1998,low,100.00,4/16/09 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143543,11750,54985,9551,1999,Low,78.00,1/29/04 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143547,8000,1055956,18588,2006,Medium,120.00,2/10/11 0:00,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,New Mexico,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143550,38000,1066566,1177,1000,Medium,200.00,6/9/11 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Tennessee,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143554,6000,1036474,9582,1996,Medium,100.00,6/28/07 0:00,Skid Steer Loader - Unidentified,Florida,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143558,15500,982549,7014,2002,Low,90.00,3/25/04 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Utah,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143562,23000,359036,3538,1996,High,20.00,3/19/09 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Missouri,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143568,27500,480446,3538,2000,High,40.00,3/11/04 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143570,24000,1013910,2137,1000,Low,100.00,2/25/10 0:00,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Alabama,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143571,16500,1059603,3178,1996,Medium,78.00,11/3/05 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Hawaii,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143573,13000,69208,7002,2001,Low,300.00,7/1/04 0:00,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143576,14000,1053828,1858,1000,Low,90.00,5/21/09 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143580,54000,295344,1263,1998,Medium,48.00,11/16/06 0:00,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Virginia,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143581,18500,1006962,12253,1995,low,97.00,1/26/06 0:00,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Colorado,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143586,34500,1008994,1860,2000,Medium,130.00,3/23/07 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Oklahoma,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1143590,11000,1068233,17311,2004,Medium,200.00,11/18/10 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143595,17000,361274,3428,2005,Medium,90.00,6/16/11 0:00,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Kansas,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143603,8250,1001146,9551,1000,Low,90.00,5/26/11 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Alabama,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143604,18000,1018691,4793,1991,Low,50.00,7/28/05 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143607,50000,1025133,5868,1998,Medium,20,6/16/05 0:00,Wheel Loader - 225.0 to 250.0 Horsepower,North Carolina,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143614,28000,179945,3806,1997,Medium,80,8/13/09 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,California,Wheel Loader,3 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143618,17000,1054517,4200,1990,low,78.00,8/3/05 0:00,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Alabama,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143620,10500,1001937,17442,2005,low,100.00,5/26/11 0:00,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143623,32000,319415,23162,2001,Medium,90.00,1/28/10 0:00,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",West Virginia,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143627,38000,1003154,9109,1999,Medium,20,9/6/07 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Tennessee,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143639,25500,1004467,13247,2005,Low,40.00,11/11/10 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143641,25000,493896,3567,2004,High,78.00,7/9/09 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143643,32000,150946,3542,2001,Low,300.00,7/28/05 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143645,20500,589592,1201,1996,Medium,90.00,2/25/10 0:00,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Texas,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143647,15250,1056405,24695,1994,Medium,50.00,2/26/04 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Michigan,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143649,17000,1029051,4794,1995,low,20.00,11/1/07 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Georgia,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143650,34000,1048528,1597,1997,Medium,120.00,6/9/11 0:00,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Oklahoma,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1143651,25000,1004621,3238,1994,Medium,130.00,10/18/07 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Wisconsin,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143655,17000,583771,3238,1998,Medium,200.00,6/25/09 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Michigan,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1143656,10000,1039879,9508,1999,Low,200.00,8/21/08 0:00,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Virginia,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143658,26000,1033948,4605,2001,Medium,100.00,8/24/06 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143667,31000,1043518,3806,1996,Low,90,11/3/05 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,Hawaii,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143668,13500,847791,7043,2003,High,50.00,3/9/06 0:00,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Massachusetts,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143669,40000,1059905,2151,2000,High,40.00,7/28/06 0:00,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Oklahoma,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143670,41000,472088,1580,2002,Low,80.00,6/28/07 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143680,27500,1049259,4701,1998,Medium,40,11/15/07 0:00,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143688,13500,1019950,3177,1000,Low,100.00,11/18/10 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Missouri,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143690,28000,1025257,4605,2004,Low,78.00,4/16/09 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143691,33000,1019057,22312,2004,Low,300.00,12/6/07 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Maryland,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143694,17000,65215,7017,2002,Low,90.00,8/11/05 0:00,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143698,13500,1063497,7257,1000,Low,97,3/19/09 0:00,Wheel Loader - 60.0 to 80.0 Horsepower,Missouri,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143700,37000,457870,3542,2002,Medium,120.00,1/26/06 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143702,16500,977301,4815,1000,Low,356.00,11/25/08 0:00,Motorgrader - 145.0 to 170.0 Horsepower,Idaho,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143705,10000,1049368,4793,1991,low,130.00,6/2/05 0:00,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143707,118000,685254,23931,2006,Low,200.00,8/20/09 0:00,Motorgrader - 170.0 to 200.0 Horsepower,Illinois,Motor Graders,Base + 1 Function,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143708,14000,1009721,4606,1997,Medium,100.00,8/26/11 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143710,10500,1021567,17311,2004,Medium,50.00,2/3/11 0:00,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143713,90000,38682,1635,2005,High,40.00,11/11/10 0:00,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",South Carolina,Track Type Tractors,2 Valve,Semi U,2000,None or Unspecified,1200,None or Unspecified,1000,16400
1143718,12500,1033187,7040,2000,Medium,80.00,6/30/05 0:00,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",South Carolina,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143722,47000,1064030,1894,2001,Medium,40.00,2/8/07 0:00,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Missouri,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143723,24500,367500,13398,2003,Medium,100.00,10/19/06 0:00,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",New Jersey,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143724,52000,1028931,3823,1992,Medium,78,3/8/07 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,West Virginia,Wheel Loader,2 Valve,None or Unspecified,1000,Limited Slip,2000,Conventional,1500,17000
1143725,31000,1065893,4605,2003,Medium,90.00,5/3/07 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143732,39000,1024105,192,2003,Medium,48.00,8/10/06 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Michigan,Track Type Tractors,2 Valve,PAT,3000,None or Unspecified,1200,None or Unspecified,1000,20400
1143735,12000,1068676,18628,2002,low,120.00,10/19/06 0:00,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",South Carolina,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143738,24500,1036565,4666,2004,low,100.00,8/25/09 0:00,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",California,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143745,8000,1031474,3170,1000,low,90.00,2/3/11 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Missouri,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143746,9000,1020748,20763,1000,Low,50.00,1/28/10 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",New Jersey,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143748,21000,409396,7040,2005,Medium,20.00,9/20/07 0:00,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",New Jersey,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143749,25000,1052283,7255,2004,Medium,40,3/26/09 0:00,Wheel Loader - 60.0 to 80.0 Horsepower,Texas,Wheel Loader,3 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143752,7000,1055653,7999,2000,Low,40.00,5/21/09 0:00,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143756,12000,1052471,17318,1000,Medium,100.00,11/18/10 0:00,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Georgia,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143760,80000,718723,1196,2004,Low,78.00,4/27/11 0:00,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Oregon,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143762,20500,1029373,17285,2004,Low,90.00,8/10/06 0:00,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Ohio,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143768,10000,1050764,4123,1000,low,48.00,8/27/09 0:00,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Michigan,Track Type Tractors,2 Valve,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143773,23000,479241,23945,1000,Medium,97.00,6/14/07 0:00,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Texas,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143774,41000,1026598,1936,1989,Low,356.00,5/19/05 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",California,Track Excavators,Standard,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143778,15500,1001426,9579,2002,Medium,130.00,2/26/10 0:00,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Minnesota,Skid Steer Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143779,17000,1059198,1682,1991,Low,100.00,7/12/07 0:00,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Missouri,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143788,28000,1034911,18111,2003,Low,90.00,5/10/07 0:00,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Louisiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143792,43000,1049020,77,1992,Medium,50,5/4/06 0:00,Wheel Loader - 150.0 to 175.0 Horsepower,Virginia,Wheel Loader,2 Valve,None or Unspecified,1000,Standard,1500,Conventional,1500,16000
1143793,33000,288264,3538,2000,Medium,20.00,6/28/07 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Virginia,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143794,24500,1058950,3178,2004,low,40.00,11/11/10 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143796,28500,540002,3542,2001,High,300.00,12/28/09 0:00,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Indiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143798,8500,1031446,4684,1000,low,90.00,10/19/06 0:00,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Nevada,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143803,28000,1033220,22386,2004,Medium,100.00,2/25/10 0:00,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Oregon,Track Excavators,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
1143804,31500,1060504,663,2003,Low,90.00,10/5/06 0:00,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,Backhoe Loaders,Auxiliary,None or Unspecified,1000,None or Unspecified,1200,None or Unspecified,1000,12400
